Shape code,month code,TOTAL_SF
13,14,2.851284886
13,15,2.753365506
13,12,1.882971009
13,15,1.371614243
16,11,1.023456445
13,13,0.762338096
13,15,0.729698302
18,8,0.664418715
13,14,0.610019059
13,16,0.566499334
17,9,0.381540504
16,11,0.316260916
13,16,0.272741192
17,15,0.272741192
13,10,-0.021016951
13,14,-0.042776813
16,11,-0.064536676
13,11,-0.064536676
16,9,-0.086296538
13,15,-0.086296538
13,8,-0.086296538
13,8,-0.184215919
13,16,-0.216855712
14,10,-0.249495506
13,9,-0.303895162
13,16,-0.358294818
13,12,-0.358294818
13,13,-0.358294818
13,5,-0.369174749
17,10,-0.369174749
13,11,-0.38005468
13,11,-0.390934612
9,2,-0.390934612
9,2,-0.390934612
9,2,-0.401814543
13,16,-0.401814543
13,13,-0.423574405
13,2,-0.423574405
13,2,-0.423574405
13,2,-0.423574405
13,14,-0.423574405
9,12,-0.423574405
12,9,-0.423574405
13,14,1.134271599
14,16,-0.425386556
13,8,4.905259968
14,16,0.008216279
13,12,1.154015619
13,9,0.446820091
16,14,-0.162456056
17,9,-0.314775093
13,11,-0.347414887
13,14,0.642722067
17,9,0.03681034
17,9,-0.075395535
17,9,-0.075395535
17,9,-0.075395535
17,11,-0.277366111
13,12,-0.389571986
13,12,-0.412013161
13,16,0.349069282
13,16,-0.32835218
13,16,-0.080902227
18,11,-0.40453277
9,6,-0.40453277
16,5,-0.405895395
16,6,-0.417456639
13,10,-0.417906165
13,14,-0.419493553
13,6,-0.419493553
13,13,-0.419493553
13,9,-0.423117855
17,6,-0.424705244
13,8,-0.426517395
13,9,-0.426973945
13,9,-0.427205732
13,9,-0.427655257
16,9,-0.429692172
13,7,-0.430373484
13,13,0.350986791
13,15,0.321065224
17,16,0.283663266
16,9,-0.045473968
17,8,-0.075395535
16,16,-0.075395535
5,15,-0.075395535
10,15,-0.075395535
16,8,0.145799296
13,15,-0.254924936
13,11,-0.366449499
18,12,-0.38005468
15,9,-0.382772907
15,13,-0.397733691
13,8,-0.403851457
13,13,-0.409287911
13,9,-0.412013161
17,13,-0.412013161
16,9,-0.416094014
16,9,-0.433091711
16,10,-0.433091711
13,9,-0.433091711
13,9,-0.433091711
13,9,-0.433091711
13,13,-0.433091711
13,9,-0.433773024
13,11,-0.433773024
13,9,-0.433773024
13,9,-0.433773024
13,11,-0.433773024
13,11,-0.433773024
13,11,-0.405143844
13,11,-0.43173611
13,11,-0.43173611
17,12,-0.43173611
13,15,-0.43173611
13,7,-0.43173611
13,9,-0.43173611
13,2,-0.43173611
13,12,-0.43173611
14,14,-0.432642185
13,2,-0.432642185
13,14,-0.238756052
17,14,-0.414211624
13,8,-0.427704424
13,14,-0.392311285
13,8,2.6119264
13,12,1.752411835
13,15,1.404254037
13,8,1.371614243
18,15,1.371614243
9,8,1.349854381
9,9,1.012576513
9,9,0.97993672
9,9,0.97993672
9,16,0.97993672
17,15,0.969056789
16,16,0.958176857
13,15,0.958176857
13,8,0.947296926
13,9,0.610019059
13,9,0.610019059
13,9,0.610019059
13,9,0.610019059
13,9,0.610019059
13,11,0.272741192
13,13,0.26186126
13,14,0.26186126
13,15,0.26186126
13,15,0.26186126
13,10,-0.075416607
13,8,-0.086296538
13,12,-0.086296538
14,6,-0.2821353
13,16,-0.336534956
13,13,-0.358294818
13,6,-0.358294818
13,12,-0.369174749
13,15,-0.38005468
13,15,-0.390934612
17,11,-0.412694474
13,15,-0.412694474
17,15,-0.412694474
17,8,-0.412694474
17,15,-0.412694474
13,14,-0.412694474
13,15,-0.412694474
17,15,-0.423574405
13,16,-0.423574405
13,13,3.056640954
13,11,1.333762759
9,6,1.161474939
13,8,0.98011934
13,16,0.98011934
10,16,4.428874911
13,7,1.676252317
10,8,1.654492454
12,8,1.654492454
12,13,1.654492454
12,16,1.654492454
10,8,0.26186126
13,8,0.26186126
16,16,0.26186126
13,11,0.26186126
18,16,0.26186126
10,8,0.26186126
9,9,0.26186126
10,9,0.26186126
10,9,0.26186126
10,9,-0.086296538
10,9,0.642722067
10,13,0.642722067
10,13,0.642722067
10,13,0.283663266
13,15,-0.075395535
14,11,-0.40453277
13,8,-0.426973945
13,8,-0.426973945
13,9,1.948763337
13,14,-0.418130928
9,13,-0.427655257
9,13,-0.32043631
13,9,-0.382316358
13,9,-0.412013161
13,9,-0.412013161
13,9,-0.419493553
17,9,-0.419493553
17,9,-0.420856178
17,9,-0.428561333
17,9,-0.430830034
17,9,-0.434229573
17,9,-0.434229573
17,9,0.283663266
17,9,0.283663266
17,9,0.283663266
13,10,0.283663266
13,12,-0.075395535
13,13,-0.299807286
13,13,1.061989242
13,13,-0.082875927
13,13,-0.09783671
13,13,-0.09783671
13,13,-0.09783671
17,13,-0.09783671
13,15,-0.09783671
13,15,-0.09783671
13,15,-0.367130811
13,16,-0.367130811
13,16,-0.433773024
13,16,-0.279101
13,16,-0.30630434
13,16,-0.317788321
13,16,-0.317788321
13,16,-0.317788321
13,16,-0.317788321
17,16,-0.317788321
17,16,-0.317788321
17,16,-0.317788321
18,12,-0.317788321
14,15,-0.317788321
17,7,-0.318392372
13,13,-0.318392372
13,15,-0.409063148
13,11,-0.409063148
15,8,-0.187664625
18,14,-0.187664625
18,10,-0.187664625
13,7,-0.187664625
10,12,-0.187664625
18,13,-0.187664625
13,16,-0.39685571
13,16,0.000799102
16,10,0.000799102
15,14,0.000799102
10,16,0.000799102
15,16,0.000799102
5,14,-0.392311285
13,15,-0.434103144
9,8,-0.432845877
17,14,3.395281446
9,10,1.491293486
13,10,0.577379265
17,14,0.26186126
14,10,0.022502774
13,13,-0.086296538
18,8,-0.086296538
18,4,-0.086296538
11,9,-0.086296538
11,9,-0.336534956
11,9,-0.369174749
11,9,-0.390934612
11,9,-0.423574405
9,14,-0.423574405
10,14,-0.423574405
13,14,-0.423574405
13,8,0.98011934
17,11,0.082409122
18,10,0.118883933
16,7,-0.028672939
13,8,2.307288326
13,13,-0.086296538
10,8,-0.162456056
13,6,-0.782612135
13,8,0.029329948
13,8,-0.075395535
13,14,-0.337209244
13,14,-0.389571986
10,6,2.638729381
9,8,0.021083958
9,8,-0.40453277
9,8,-0.414506625
10,8,-0.419493553
10,8,-0.420399629
10,8,-0.42833657
10,8,-0.432185635
9,9,-0.433091711
10,9,-0.434229573
9,10,-0.322248461
10,11,-0.329728853
9,16,-0.374611203
9,16,-0.426292632
10,16,-0.426292632
10,16,-0.412013161
13,9,-0.424255718
16,12,-0.432410398
14,8,-0.432410398
1,9,-0.433091711
13,8,-0.433091711
13,8,-0.433091711
13,8,-0.433773024
13,9,-0.433773024
13,9,-0.433773024
17,9,-0.433773024
13,10,-0.433773024
13,10,-0.433773024
13,10,-0.433773024
13,10,-0.433773024
17,10,-0.431560514
17,11,-0.431560514
17,11,-0.431560514
13,12,-0.432529804
13,12,-0.43349207
13,14,-0.43349207
13,15,-0.329096707
13,16,-0.434103144
13,7,-0.422850949
1,9,-0.430352413
1,9,-0.432403375
1,9,3.221202547
1,9,2.296408395
1,9,2.122329496
1,9,1.676252317
13,11,1.088736032
17,4,0.969056789
19,16,0.958176857
13,7,0.958176857
13,15,0.958176857
19,16,0.958176857
10,5,0.958176857
1,12,0.610019059
9,11,0.414180297
13,5,0.294501054
9,7,0.153061948
17,8,-0.1080564
17,10,-0.358294818
17,14,-0.358294818
13,7,-0.423574405
10,14,-0.423574405
9,16,-0.423574405
13,8,5.985533886
13,7,4.31706237
3,9,3.283335453
3,9,1.612897262
3,9,1.654492454
3,9,0.479459885
3,9,-0.021016951
3,9,-0.086296538
3,13,-0.086296538
3,13,-0.150199452
3,13,-0.352170028
15,12,-0.374611203
17,7,0.279448961
9,13,-0.393203313
13,13,-0.395233203
13,14,-0.397052378
17,14,-0.397052378
13,3,-0.397052378
13,3,-0.397052378
13,3,-0.412919237
13,15,-0.419493553
13,4,-0.42266833
5,16,-0.427655257
16,15,-0.428561333
13,8,-0.432642185
13,16,-0.075395535
10,16,-0.292326894
13,5,-0.412013161
13,7,-0.430373484
18,5,-0.430373484
9,13,-0.393652838
13,14,-0.424255718
13,3,-0.433773024
13,3,-0.432642185
13,3,-0.432642185
3,8,-0.385287443
9,5,-0.431560514
13,8,-0.431560514
13,14,-0.384585058
17,5,-0.431377894
15,5,-0.432403375
1,8,7.921332826
9,16,2.492247157
9,16,1.774171697
10,16,1.654492454
13,14,1.654492454
13,4,0.849377545
13,6,0.70793844
13,7,0.566499334
10,5,0.501219747
10,7,0.26186126
18,5,-0.086296538
13,14,-0.086296538
13,5,-0.2821353
13,7,-0.358294818
9,8,-0.369174749
10,7,-0.401814543
18,7,-0.401814543
6,9,-0.401814543
13,9,-0.412694474
13,12,-0.423574405
13,3,-0.080810917
13,3,1.087225906
13,3,0.238773892
13,3,0.958176857
13,3,-0.347414887
13,3,-0.412694474
13,3,1.98171218
13,3,-0.284846503
13,3,-0.389571986
9,12,-0.426973945
14,14,-0.343319987
10,11,-0.369167725
9,7,-0.411788398
13,3,-0.420624392
13,15,-0.420856178
13,4,-0.423117855
13,6,-0.427198708
13,7,-0.427655257
14,13,-0.433091711
14,6,-0.434229573
10,9,0.104133865
10,13,-0.40453277
13,8,-0.412013161
13,3,-0.190137018
13,3,-0.143400373
13,3,-0.414050076
13,3,-0.420856178
13,3,-0.425611319
13,3,-0.433091711
13,3,-0.433091711
13,3,-0.433773024
13,3,-0.433773024
13,3,-0.433773024
13,3,-0.433773024
13,3,-0.492183294
13,5,-0.43349207
13,7,-0.43349207
15,7,-0.433751952
14,7,-0.43427874
6,9,5.756226517
9,5,2.437847501
17,8,2.024410115
17,14,1.458653693
13,4,1.306334656
13,4,1.023456445
13,5,0.97993672
13,7,0.610019059
6,9,0.512099678
6,9,0.425060228
6,9,0.26186126
6,9,0.26186126
6,9,0.26186126
6,9,0.26186126
6,9,0.26186126
6,9,0.26186126
6,9,0.16394188
6,9,0.011622843
6,9,-0.042776813
12,6,-0.205975781
1,16,-0.325655024
5,9,-1.620366837
10,10,0.09121702
10,6,1.001696582
16,7,0.26186126
16,7,-0.336534956
16,7,-0.412694474
16,7,-0.423574405
13,13,0.268702483
13,14,0.268702483
13,5,-0.202562194
13,5,-0.232483761
13,7,-0.374611203
13,7,0.349069282
15,3,-0.298472756
12,8,-0.366463546
7,16,-0.385715897
7,10,-0.398864529
7,7,-0.414050076
10,10,-0.414050076
10,15,-0.417906165
10,5,-0.419493553
10,6,-0.424705244
13,9,-0.425386556
13,10,-0.426973945
17,13,-0.426973945
17,15,-0.426973945
13,4,-0.433997787
13,6,-0.433997787
9,10,0.283663266
10,6,0.283663266
1,4,0.283663266
5,12,-0.299807286
10,14,-0.419493553
17,8,-0.433091711
17,12,-0.433091711
13,4,1.031449577
13,5,-0.399096316
13,5,-0.411338873
13,6,-0.413375787
13,6,-0.420174866
13,7,-0.373403102
9,11,-0.432642185
12,5,-0.432642185
16,3,-0.187664625
16,3,-0.187664625
16,3,-0.187664625
16,3,-0.404792652
5,16,-0.433766
13,8,-0.433766
13,8,2.002650253
13,8,2.002650253
13,9,2.002650253
13,9,0.882017339
13,11,0.827617683
13,11,2.078957272
13,12,2.078957272
13,3,2.078957272
13,3,13.15457973
13,3,4.613833741
13,3,3.362641653
13,4,2.002650253
13,4,1.915610803
17,16,1.676252317
13,6,1.491293486
10,4,0.816737752
14,4,0.740578233
16,3,0.610019059
1,8,0.43594016
14,13,0.272741192
1,9,-0.01013702
1,9,-0.064536676
9,6,-0.064536676
5,15,-0.086296538
5,12,-0.205975781
13,8,-0.238615575
13,8,-0.249495506
13,9,-0.260375437
13,10,-0.271255368
13,12,-0.325655024
17,14,-0.38005468
13,3,-0.412694474
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,-0.423574405
13,3,1.687406178
13,3,0.137328542
13,4,-0.406787423
13,5,0.794977889
13,6,0.033382705
13,7,0.022502774
13,7,-0.162456056
13,7,-0.205975781
13,7,-0.314775093
7,16,-0.369174749
6,13,-0.38005468
10,10,-0.401814543
9,11,-0.00807201
9,13,-0.426292632
9,7,0.83697344
6,15,-0.284874598
12,3,0.048596347
13,8,-0.381866832
1,8,-0.388434124
13,9,-0.403851457
13,14,-0.40453277
17,14,-0.414050076
17,16,-0.415637464
13,6,-0.419493553
13,7,-0.419493553
13,7,-0.425386556
8,16,-0.426517395
5,16,-0.426517395
5,14,-0.00807201
5,16,-0.180121019
5,16,-0.344689636
5,16,-0.40453277
10,5,-0.40453277
5,9,0.061815218
1,8,-0.391615924
6,15,-0.409976247
7,11,-0.415412701
3,11,-0.430373484
5,13,-0.433773024
7,14,-0.424782506
1,15,-0.424782506
5,5,-0.424782506
5,14,-0.424782506
7,15,-0.424782506
9,8,-0.424782506
9,10,-0.424782506
9,12,-0.424782506
10,15,-0.424782506
10,6,-0.39685571
13,8,-0.387043403
13,8,-0.433751952
13,8,-0.42124249
13,9,-0.205975781
13,10,-0.205975781
13,15,-0.205975781
13,4,-0.238615575
13,4,-0.238615575
13,4,-0.238615575
13,4,-0.2821353
13,4,-0.2821353
13,5,-0.2821353
13,6,-0.2821353
13,7,-0.2821353
13,7,-0.2821353
13,7,-0.2821353
13,7,-0.2821353
13,7,-0.2821353
1,14,-0.293015231
7,8,-0.303895162
7,9,-0.303895162
5,11,-0.303895162
1,11,-0.303895162
5,11,-0.303895162
3,9,-0.303895162
3,14,-0.303895162
5,11,-0.303895162
5,11,-0.303895162
5,11,-0.303895162
5,11,-0.303895162
9,6,-0.303895162
5,15,-0.358294818
1,8,-0.358294818
5,13,-0.358294818
1,13,-0.358294818
7,15,-0.369174749
1,5,-0.369174749
7,16,-0.369174749
3,6,-0.369174749
13,8,-0.369174749
13,8,-0.369174749
13,12,-0.369174749
13,12,-0.369174749
13,12,-0.369174749
17,14,-0.369174749
13,15,-0.369174749
17,15,-0.369174749
13,4,-0.369174749
13,4,-0.369174749
13,4,-0.369174749
13,4,-0.369174749
13,4,-0.369174749
13,4,-0.369174749
13,5,-0.369174749
13,5,-0.369174749
13,5,-0.369174749
13,5,-0.369174749
13,5,-0.369174749
13,6,-0.352844317
13,6,-0.352844317
5,15,-0.352844317
3,7,-0.352844317
5,15,-0.361912097
1,8,-0.434454336
5,14,-0.434454336
5,15,-0.434454336
5,16,-0.377322406
15,4,-0.420856178
15,6,-0.420856178
5,8,-0.420856178
5,8,-0.420856178
9,9,-0.420856178
5,10,-0.327565509
10,12,-0.433773024
5,14,-0.43349207
10,14,-0.43349207
10,14,11.87074785
8,13,6.876859431
6,8,5.440708512
5,8,2.981844061
18,14,1.306334656
5,15,1.132255757
1,6,0.958176857
6,9,0.675298646
6,9,0.62089899
1,8,0.610019059
3,5,0.610019059
1,14,0.501219747
1,15,0.501219747
5,16,0.468579953
1,4,0.43594016
1,13,0.283621123
5,12,0.26186126
9,8,0.26186126
1,8,0.26186126
1,8,0.16394188
5,9,0.044262636
5,9,-0.086296538
1,10,-0.129816263
10,11,-0.205975781
10,12,-0.293015231
5,16,-0.390934612
1,16,-0.401814543
9,5,-0.216827617
10,7,0.662999899
10,7,3.743439245
13,9,0.642658853
13,9,0.468579953
13,9,0.446820091
13,9,0.43594016
13,9,-0.336534956
13,9,-0.401814543
13,9,-0.412694474
13,12,-0.423574405
17,12,-0.423574405
17,13,0.197860013
13,14,1.144378908
17,15,-0.367580337
13,4,-0.397508928
13,4,-0.402495855
13,4,-0.402720618
13,4,-0.403851457
13,4,-0.408157072
13,4,-0.414050076
13,4,-0.416775326
13,4,-0.421080941
13,4,-0.421305704
13,4,-0.423117855
13,4,-0.424480481
13,4,-0.426973945
13,4,-0.433323498
13,4,1.136427919
13,4,-0.329728853
13,4,-0.389571986
13,4,-0.387528048
13,4,-0.409976247
13,4,-0.420856178
13,4,-0.422893093
13,4,-0.376423354
13,4,-0.383678983
13,4,-0.420954512
13,4,-0.388799364
13,4,-0.399335127
13,4,-0.421558563
13,4,-0.205975781
17,16,-0.260375437
13,5,-0.293015231
13,5,-0.314775093
13,5,-0.314775093
13,5,-0.336534956
13,5,-0.347414887
13,6,-0.358294818
13,6,-0.358294818
13,7,-0.369174749
13,7,-0.390934612
13,7,-0.390934612
13,7,-0.390934612
5,11,-0.390934612
1,13,-0.390934612
1,4,-0.401814543
1,12,-0.401814543
5,13,-0.401814543
5,13,-0.401814543
5,14,-0.401814543
5,15,-0.401814543
3,8,-0.412694474
5,10,-0.412694474
1,14,-0.412694474
1,7,-0.412694474
5,14,-0.412694474
5,16,-0.412694474
18,4,-0.412694474
1,8,-0.412694474
16,5,-0.412694474
16,5,-0.412694474
16,5,-0.412694474
16,5,-0.412694474
5,15,-0.412694474
5,5,-0.412694474
5,8,-0.412694474
1,16,-0.412694474
1,5,-0.412694474
5,8,-0.412694474
5,13,-0.412694474
12,9,-0.412694474
5,8,-0.412694474
5,8,-0.412694474
5,8,-0.412694474
5,9,-0.412694474
5,9,-0.412694474
5,10,-0.412694474
5,11,-0.412694474
5,13,-0.423574405
10,13,-0.423574405
5,14,-0.423574405
5,14,-0.423574405
5,16,-0.423574405
5,16,-0.423574405
10,16,-0.423574405
1,13,-0.423574405
5,16,-0.425386556
5,10,-0.425386556
7,16,-0.425386556
5,12,-0.425386556
5,9,-0.425386556
5,12,0.008216279
1,12,-0.416009727
14,3,-0.1080564
14,3,-0.423574405
14,3,-0.423574405
14,3,-0.359664467
14,3,-0.433548261
1,15,-0.35965042
1,16,-0.403914672
5,7,-0.339246159
1,7,-0.410650536
3,15,-0.413375787
5,15,-0.42327238
8,14,-0.42327238
5,15,-0.42327238
5,16,-0.42327238
8,15,-0.42327238
1,7,-0.42327238
5,11,-0.42327238
8,10,-0.42327238
1,15,-0.42327238
5,8,-0.433850286
5,12,-0.433850286
5,15,-0.433850286
6,4,-0.433850286
6,4,4.439754842
6,4,4.091597043
6,4,2.69896585
6,4,2.52488695
6,4,2.035290046
6,4,1.654492454
6,4,1.654492454
6,4,1.654492454
13,8,0.522979609
13,8,0.43594016
13,8,0.370660572
13,8,0.26186126
13,8,0.26186126
13,8,0.26186126
13,8,0.26186126
13,9,0.26186126
13,9,0.26186126
13,10,0.26186126
13,10,0.26186126
13,10,0.087782361
13,10,0.087782361
13,11,-0.086296538
13,11,-0.216855712
13,11,-1.82708553
13,12,1.152407159
17,13,0.626475921
13,14,0.309103622
13,14,0.284885414
13,14,1.284574793
13,14,0.26186126
13,14,0.26186126
13,14,0.26186126
13,14,-0.358294818
13,14,-0.38005468
13,14,-0.412694474
13,14,-0.423574405
13,14,0.642722067
13,14,-0.075395535
13,14,-0.075395535
13,14,-0.180121019
13,14,-0.254924936
13,14,-0.254924936
13,14,-0.860836663
13,14,0.349069282
13,14,1.890830689
13,14,1.870433452
17,15,-0.210042586
17,15,-0.355113018
13,4,-0.38051123
13,4,-0.381866832
13,4,-0.382091595
13,4,-0.382091595
13,4,-0.403851457
13,4,-0.410425773
13,4,-0.412013161
13,4,-0.415637464
17,4,-0.419493553
17,4,-0.419493553
17,16,-0.420174866
13,5,-0.421530467
13,5,-0.424480481
13,5,-0.425386556
13,5,-0.425386556
13,5,0.365947575
13,5,0.059251515
13,5,-0.075395535
13,5,-0.075395535
13,5,-0.217522977
13,5,-0.254924936
13,6,-0.419493553
13,7,0.054180301
1,10,-0.320211547
1,11,-0.412013161
1,16,-0.417456639
5,15,-0.420856178
5,16,-0.424255718
5,8,-0.426292632
5,13,-0.433773024
6,14,-0.433773024
6,14,-0.433773024
6,14,-0.434152311
6,14,-0.434152311
6,14,-0.434152311
6,14,-0.434152311
6,14,-0.43349207
6,14,-0.1080564
6,14,-0.140696194
1,5,-0.328394323
16,8,-0.370537375
5,13,-0.401091087
5,14,-0.420406652
16,4,-0.380286467
16,4,-0.433751952
16,4,-0.434011834
16,4,-0.43418743
16,4,-0.43427874
5,16,2.329048189
5,16,-0.151576125
1,12,-0.227735644
10,10,-0.271255368
10,10,-0.303895162
12,14,-0.314775093
1,16,-0.325655024
5,8,-0.325655024
5,14,-0.347414887
5,14,-0.347414887
5,5,-0.369174749
5,8,-0.390934612
9,9,-0.401814543
9,9,-0.401814543
9,12,-0.401814543
5,13,-0.401814543
5,13,-0.401814543
5,13,-0.412694474
5,15,-0.412694474
9,7,-0.412694474
5,12,-0.412694474
5,6,-0.423574405
5,7,-0.423574405
5,8,-0.423574405
5,8,-0.423574405
14,9,-0.423574405
5,11,-0.423574405
5,12,-0.423574405
3,8,-0.423574405
5,6,-0.423574405
5,10,-0.423574405
5,7,1.524186138
5,9,-0.416318776
5,11,-0.416318776
5,8,-0.416318776
5,5,-0.416318776
4,10,-0.268452855
5,8,-0.249495506
10,11,-0.239964152
10,11,-0.314768069
1,14,-0.412013161
5,9,-0.352837293
4,11,-0.387984598
3,10,-0.417224852
3,10,-0.426517395
3,10,-0.429692172
3,11,-0.14271906
3,11,-0.262405328
6,8,-0.329728853
6,8,-0.382091595
6,8,-0.251216347
6,8,-0.399770605
6,8,-0.417456639
6,8,-0.424937031
6,8,-0.433548261
6,8,-0.433548261
5,6,-0.433548261
1,6,-0.433548261
5,10,-0.433548261
4,10,-0.433548261
4,11,-0.433548261
1,10,-0.433548261
1,10,-0.433548261
3,10,-0.409386244
6,8,-0.412694474
6,8,-0.231563637
5,11,-0.433548261
6,11,1.469533624
6,11,0.512099678
6,13,-0.053656744
6,13,-0.260375437
8,9,-0.293015231
1,8,-0.336534956
1,8,-0.347414887
1,8,-0.347414887
1,8,-0.358294818
1,8,-0.369174749
1,8,-0.38005468
5,10,-0.390934612
1,10,-0.401814543
1,10,-0.401814543
1,10,-0.412694474
5,12,-0.412694474
1,12,-0.423574405
1,12,1.506050578
10,13,1.382494174
10,13,1.600212204
6,7,0.410829925
6,7,-0.367130811
5,15,-0.397052378
3,10,-0.320190475
3,10,0.551412122
3,12,-0.298472756
3,12,-0.427198708
3,3,-0.428104783
3,3,-0.43173611
3,16,-0.067915144
5,4,-0.322248461
6,5,-0.329728853
6,5,-0.337209244
6,5,-0.389571986
6,5,-0.403914672
6,5,-0.408613622
6,5,-0.43173611
6,5,-0.433773024
6,5,-0.433773024
6,5,-0.434152311
5,5,-0.401674066
6,7,1.328094518
6,7,0.958176857
6,7,0.359780641
6,7,0.109542224
6,7,-0.097176469
6,7,-0.1080564
6,7,-0.162456056
6,7,-0.184215919
6,7,-0.227735644
6,7,-0.260375437
6,7,-0.271255368
7,12,-0.293015231
7,14,-0.303895162
2,16,-0.314775093
4,13,-0.325655024
4,13,-0.325655024
1,8,-0.347414887
1,8,-0.369174749
1,8,-0.369174749
1,8,-0.369174749
1,8,-0.369174749
1,8,-0.38005468
1,9,-0.38005468
1,10,-0.390934612
1,10,-0.390934612
1,10,-0.390934612
1,10,-0.390934612
1,10,-0.390934612
1,10,-0.412694474
1,10,-0.412694474
1,10,-0.412694474
1,11,-0.412694474
1,12,-0.423574405
1,12,-0.035472018
1,12,-0.325640977
1,12,-0.325640977
1,14,-0.325640977
1,3,-0.325640977
1,16,-0.27767516
1,16,0.196581673
1,16,-0.19509585
1,6,-0.157679844
1,6,-0.292326894
6,4,-0.374611203
6,4,-0.426973945
6,4,-0.305271835
6,4,-0.420856178
5,13,-0.427198708
5,13,-0.42833657
2,16,-0.434229573
7,9,-0.262405328
7,10,-0.277366111
6,16,-0.412013161
6,16,-0.412013161
6,16,-0.304660761
6,16,-0.415412701
6,6,-0.420856178
2,16,-0.42221178
5,9,-0.433246236
5,9,-0.433246236
5,10,-0.433548261
5,12,-0.433548261
5,7,-0.433548261
2,12,-0.433548261
2,16,-0.433548261
9,3,-0.433548261
9,3,-0.433548261
9,3,-0.433548261
6,12,-0.433548261
17,10,-0.433548261
9,16,-0.433548261
13,13,-0.402643356
13,16,-0.329096707
